frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
259,0,10.32,0.03,0,2.09,1.67,0.0,2.64,0.48,0.76,0.0,0.58,0.4,0.0,1.67,2.17,0.0,2.76,0.38,1.58,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
260,0,10.36,0.03,0,0.66,0.0,0.0,1.01,0.3,0.14,0.0,0.35,0.4,0.0,0.49,1.27,0.27,1.68,0.92,1.56,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
261,0,10.4,0.98,1,0.54,0.29,0.0,0.12,0.51,0.07,0.0,0.46,0.0,0.0,1.52,0.81,0.71,1.08,1.52,2.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
262,0,10.44,0.98,1,0.99,0.73,0.0,0.12,0.57,0.21,0.0,0.46,0.0,0.0,2.58,1.43,0.71,1.81,2.13,3.48,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
263,0,10.48,0.98,1,1.22,1.26,0.0,0.08,0.27,0.14,0.0,0.11,0.0,0.0,2.43,1.39,0.77,2.16,2.42,3.39,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
264,0,10.52,0.98,1,1.51,1.93,0.04,0.0,0.06,0.14,0.0,0.0,0.0,0.0,3.06,1.57,0.46,2.42,2.37,2.88,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
265,0,10.56,0.98,1,1.6,2.47,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.0,3.67,1.46,0.5,2.53,2.68,2.44,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
266,0,10.6,0.88,1,1.56,2.86,0.34,0.05,0.0,0.18,0.0,0.0,0.0,0.0,5.0,1.67,0.61,2.39,2.64,1.63,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
267,0,10.64,0.82,1,1.27,2.76,0.51,0.07,0.0,0.18,0.0,0.0,0.0,0.0,5.0,1.52,1.49,2.49,2.86,1.56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
268,0,10.68,0.98,1,1.12,2.63,0.64,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.27,2.16,2.44,2.88,0.93,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
269,0,10.72,0.98,1,1.16,2.49,0.9,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.22,3.02,2.53,3.49,1.15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
270,0,10.76,0.98,1,1.44,2.27,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,2.91,2.56,3.79,1.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
271,0,10.8,0.98,1,1.47,1.64,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,1.29,2.29,2.61,4.32,1.82,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
272,0,10.84,0.03,0,1.0,0.86,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.69,1.0,1.72,2.91,1.46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
273,0,10.88,0.03,0,0.99,0.35,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.22,0.64,0.09,1.5,2.51,1.38,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
274,0,10.92,0.03,0,0.58,0.12,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.66,0.33,0.0,0.66,1.05,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0,10.96,0.03,0,0.58,0.12,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.66,0.33,0.0,0.66,1.05,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0,11.0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0,11.04,0.03,0,0.84,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.19,0.61,0.0,0.0,0.29,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0,11.08,0.03,0,0.84,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.19,0.61,0.0,0.0,0.29,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0,11.12,0.03,0,1.65,0.0,1.46,0.12,0.0,0.0,0.0,0.0,0.03,0.22,0.27,1.08,0.0,0.0,0.8,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0,11.16,0.03,0,0.82,0.0,0.7,0.12,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.47,0.0,0.0,0.51,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0,11.2,0.03,0,1.73,0.0,1.17,0.48,0.0,0.0,0.0,0.0,0.0,0.05,0.23,1.07,0.0,0.28,0.74,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0,11.24,0.52,0,0.92,0.0,0.47,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.6,0.0,0.28,0.23,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0,11.28,0.03,0,1.81,0.0,0.76,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.14,0.0,0.87,0.36,0.82,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0,11.32,0.52,0,0.89,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.54,0.0,0.59,0.13,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0,11.36,0.03,0,2.3,0.06,0.49,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.88,0.0,0.59,0.53,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0,11.4,0.03,0,1.41,0.06,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.0,0.0,0.4,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0,11.44,0.03,0,1.41,0.06,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.0,0.0,0.4,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0,11.48,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0,11.52,0.03,0,1.67,0.3,0.48,0.36,0.0,0.0,0.0,0.0,0.0,0.22,0.51,0.34,0.0,0.0,0.46,0.94,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0,11.56,0.03,0,1.67,0.3,0.48,0.36,0.0,0.0,0.0,0.0,0.0,0.22,0.51,0.34,0.0,0.0,0.46,0.94,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0,11.6,0.03,0,3.26,0.56,0.87,0.92,0.0,0.0,0.0,0.0,0.0,0.49,0.95,0.87,0.0,0.0,0.72,2.03,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0,11.64,0.03,0,1.59,0.27,0.39,0.56,0.0,0.0,0.0,0.0,0.0,0.27,0.43,0.53,0.0,0.0,0.26,1.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0,11.68,0.03,0,3.12,0.46,0.69,1.14,0.0,0.0,0.0,0.0,0.15,0.63,0.77,1.2,0.0,0.0,0.31,1.99,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0,11.72,0.03,0,1.53,0.19,0.3,0.58,0.0,0.0,0.0,0.0,0.15,0.36,0.33,0.67,0.0,0.0,0.05,0.9,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,0,11.76,0.03,0,2.89,0.19,0.42,0.94,0.0,0.0,0.0,0.0,0.52,0.86,0.64,1.34,0.0,0.0,0.05,1.62,0.26,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0,11.8,0.03,0,1.36,0.0,0.12,0.35,0.0,0.0,0.0,0.0,0.37,0.5,0.3,0.67,0.0,0.0,0.0,0.72,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,0,11.84,0.03,0,2.12,0.0,0.15,0.4,0.0,0.0,0.0,0.02,0.99,1.26,0.77,1.44,0.0,0.0,0.0,1.25,0.45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0,11.88,0.03,0,0.76,0.0,0.03,0.05,0.0,0.0,0.0,0.02,0.61,0.76,0.47,0.77,0.0,0.0,0.0,0.53,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0,11.92,0.03,0,1.09,0.0,0.1,0.05,0.0,0.0,0.0,0.41,1.37,1.84,1.33,1.49,0.1,0.0,0.29,0.84,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,11.96,0.03,0,0.33,0.0,0.07,0.0,0.0,0.0,0.0,0.39,0.76,1.09,0.87,0.72,0.1,0.0,0.29,0.32,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,0,12.0,0.03,0,0.73,0.0,0.58,0.0,0.0,0.0,0.0,0.73,1.51,2.07,1.82,1.17,0.18,0.0,0.98,0.43,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0,12.04,0.03,0,0.4,0.0,0.51,0.0,0.0,0.0,0.0,0.34,0.75,0.99,0.96,0.45,0.08,0.0,0.69,0.11,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0,12.08,0.03,0,0.7,0.0,1.26,0.0,0.0,0.0,0.0,0.55,1.42,1.89,1.83,0.62,0.24,0.0,1.43,0.17,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
304,0,12.12,0.22,0,0.3,0.0,0.75,0.0,0.0,0.0,0.0,0.21,0.68,0.9,0.87,0.17,0.16,0.0,0.74,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0,12.16,0.03,0,0.3,0.0,1.47,0.0,0.0,0.0,0.0,0.45,1.36,1.87,1.51,0.3,0.17,0.0,1.44,0.06,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
306,0,12.2,0.03,0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.25,0.69,0.97,0.64,0.13,0.01,0.0,0.7,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,0,12.24,0.03,0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.38,1.36,1.75,1.26,0.21,0.01,0.0,1.39,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
308,0,12.28,0.68,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.14,0.68,0.78,0.62,0.08,0.0,0.0,0.69,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0,12.32,0.03,0,0.0,0.0,0.94,0.0,0.0,0.0,0.02,0.15,1.32,1.37,1.38,0.12,0.0,0.0,1.55,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310,0,12.36,0.22,0,0.0,0.0,0.37,0.0,0.0,0.0,0.02,0.01,0.64,0.6,0.76,0.04,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0,12.4,0.03,0,0.0,0.0,0.56,0.0,0.0,0.0,0.02,0.06,1.4,1.21,1.45,0.04,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,12.44,0.03,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.76,0.61,0.68,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0,12.48,0.03,0,0.0,0.0,0.38,0.0,0.12,0.0,0.03,0.3,1.62,0.99,1.2,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,0,12.52,0.03,0,0.0,0.0,0.18,0.0,0.12,0.0,0.03,0.25,0.86,0.38,0.52,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,12.56,0.03,0,0.0,0.0,0.41,0.0,0.33,0.0,0.15,0.51,1.73,0.63,0.96,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0,12.6,0.03,0,0.0,0.0,0.23,0.0,0.21,0.0,0.12,0.26,0.87,0.25,0.45,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0,12.64,0.03,0,0.0,0.0,0.54,0.0,0.41,0.0,0.33,0.4,1.68,0.53,0.82,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0,12.68,0.03,0,0.0,0.0,0.3,0.0,0.2,0.0,0.21,0.14,0.81,0.29,0.37,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,12.72,0.03,0,0.0,0.0,0.7,0.0,0.39,0.0,0.3,0.27,1.69,0.66,0.54,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,0,12.76,0.03,0,0.0,0.0,0.39,0.0,0.19,0.0,0.09,0.13,0.89,0.37,0.17,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,0,12.8,0.03,0,0.0,0.0,0.88,0.0,0.4,0.0,0.09,0.43,1.92,0.99,0.19,0.11,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,0,12.84,0.57,0,0.0,0.0,0.49,0.0,0.21,0.0,0.0,0.3,1.03,0.62,0.01,0.11,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,0,12.88,0.03,0,0.0,0.0,1.07,0.0,0.35,0.0,0.0,0.74,2.06,1.49,0.05,0.39,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0,12.92,0.52,0,0.0,0.0,0.59,0.0,0.14,0.0,0.0,0.44,1.03,0.87,0.04,0.28,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,0,12.96,0.03,0,0.0,0.0,0.89,0.0,0.2,0.0,0.0,1.08,2.0,1.76,0.16,0.61,0.0,0.12,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326,0,13.0,0.03,0,0.0,0.0,0.31,0.0,0.06,0.0,0.0,0.64,0.98,0.89,0.12,0.34,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,0,13.04,0.03,0,0.0,0.0,0.71,0.0,0.06,0.0,0.0,1.22,1.78,1.63,0.25,0.75,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0,13.08,0.03,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.57,0.8,0.74,0.13,0.41,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,0,13.12,0.03,0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,1.01,1.47,1.37,0.28,0.78,0.0,0.27,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0,13.16,0.03,0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.44,0.66,0.62,0.15,0.36,0.0,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0,13.2,0.03,0,0.08,0.0,0.99,0.0,0.0,0.0,0.12,1.07,1.0,0.96,0.41,0.77,0.0,0.13,0.94,0.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0,13.24,0.68,0,0.08,0.0,0.51,0.0,0.0,0.0,0.12,0.63,0.34,0.34,0.26,0.41,0.0,0.0,0.86,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0,13.28,0.03,0,0.28,0.0,1.0,0.11,0.0,0.0,0.3,1.12,0.43,0.5,0.41,0.99,0.0,0.0,1.87,1.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0,13.32,0.57,0,0.2,0.0,0.49,0.11,0.0,0.0,0.18,0.49,0.1,0.17,0.16,0.58,0.0,0.0,1.01,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0,13.36,0.03,0,0.45,0.0,0.89,0.18,0.0,0.0,0.38,0.86,0.11,0.65,0.2,1.14,0.0,0.0,2.03,1.59,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0,13.4,0.68,0,0.25,0.0,0.4,0.07,0.0,0.0,0.2,0.37,0.01,0.48,0.04,0.57,0.0,0.0,1.02,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,0,13.44,0.03,0,0.69,0.0,0.82,0.19,0.0,0.0,0.44,0.7,0.05,1.09,0.04,1.14,0.0,0.0,2.05,1.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
338,0,13.48,0.03,0,0.44,0.0,0.42,0.13,0.0,0.0,0.24,0.33,0.04,0.6,0.0,0.57,0.0,0.0,1.03,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0,13.52,0.03,0,0.82,0.0,0.86,0.23,0.0,0.0,0.48,0.75,0.07,1.3,0.0,1.2,0.0,0.0,2.0,1.42,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
340,0,13.56,0.03,0,0.38,0.0,0.44,0.1,0.0,0.0,0.24,0.42,0.03,0.7,0.0,0.63,0.0,0.0,0.97,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,0,13.6,0.03,0,0.55,0.0,0.93,0.22,0.0,0.0,0.49,0.74,0.03,1.43,0.0,1.31,0.0,0.0,1.96,1.24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
342,0,13.64,0.38,0,0.17,0.0,0.5,0.12,0.0,0.0,0.25,0.32,0.0,0.73,0.0,0.68,0.0,0.0,0.99,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,0,13.68,0.03,0,0.5,0.0,1.16,0.19,0.0,0.0,0.46,0.6,0.0,1.53,0.07,1.4,0.0,0.0,1.91,1.18,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
344,0,13.72,0.03,0,0.33,0.0,0.66,0.07,0.0,0.0,0.21,0.29,0.0,0.8,0.07,0.72,0.0,0.0,0.92,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,0,13.76,0.03,0,0.72,0.0,1.32,0.19,0.0,0.0,0.44,0.52,0.0,1.58,0.09,1.34,0.0,0.0,1.65,1.08,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
346,0,13.8,0.03,0,0.4,0.0,0.66,0.12,0.0,0.0,0.23,0.24,0.0,0.78,0.02,0.61,0.0,0.0,0.73,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,0,13.84,0.03,0,0.79,0.0,1.21,0.12,0.0,0.06,0.51,0.58,0.0,1.56,0.11,1.18,0.0,0.0,1.37,0.97,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
