frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
437,0,17.44,0.88,1,0.0,0.0,0.0,0.08,0.44,0.38,0.0,0.45,0.12,0.04,0.79,2.75,0.44,3.01,0.22,1.36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
438,0,17.48,0.98,1,0.0,0.0,0.0,0.0,0.88,0.86,0.0,0.85,0.25,0.0,1.59,1.87,0.75,1.61,0.56,1.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
439,0,17.52,0.98,1,0.0,0.0,0.0,0.0,1.27,1.4,0.0,1.3,0.43,0.23,2.01,0.91,0.96,0.08,0.96,0.98,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
440,0,17.56,0.98,1,0.0,0.0,0.01,0.0,1.21,1.5,0.0,1.32,0.45,0.51,1.91,0.93,0.58,0.11,0.85,1.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
441,0,17.6,0.88,1,0.0,0.0,0.01,0.0,0.98,1.27,0.0,1.24,0.31,0.75,1.79,1.13,0.5,0.38,0.61,1.21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
442,0,17.64,0.88,1,0.0,0.0,0.03,0.0,0.77,1.15,0.0,1.03,0.14,0.51,1.99,1.58,0.82,0.79,0.27,1.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
443,0,17.68,0.88,1,0.0,0.0,0.09,0.0,0.56,0.95,0.0,0.97,0.0,0.24,2.24,1.95,1.18,1.06,0.17,1.56,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
444,0,17.72,0.88,1,0.0,0.0,0.12,0.0,0.51,0.94,0.0,1.0,0.0,0.1,2.32,2.06,1.42,1.15,0.07,1.64,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
445,0,17.76,0.88,1,0.0,0.0,0.12,0.0,0.44,0.84,0.0,1.1,0.0,0.1,2.43,1.98,1.32,1.09,0.18,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
446,0,17.8,0.88,1,0.0,0.0,0.06,0.0,0.39,1.08,0.0,1.2,0.0,0.12,2.14,1.94,1.15,1.02,0.18,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
447,0,17.84,0.88,1,0.0,0.0,0.07,0.0,0.31,1.1,0.0,1.22,0.0,0.02,1.9,2.03,1.07,0.82,0.18,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
448,0,17.88,0.88,1,0.0,0.0,0.06,0.0,0.28,1.08,0.0,1.21,0.0,0.02,1.69,2.15,1.14,0.64,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
449,0,17.92,0.88,1,0.0,0.0,0.08,0.0,0.28,0.83,0.0,1.23,0.0,0.0,1.51,2.24,1.35,0.58,0.12,1.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
450,0,17.96,0.88,1,0.0,0.0,0.07,0.0,0.34,0.93,0.0,1.33,0.0,0.12,1.65,2.28,1.44,0.77,0.15,1.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
451,0,18.0,0.88,1,0.0,0.0,0.05,0.0,0.4,0.94,0.0,1.36,0.0,0.12,2.16,2.1,1.21,0.9,0.15,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
452,0,18.04,0.88,1,0.0,0.0,0.04,0.0,0.38,0.98,0.0,1.23,0.0,0.12,2.51,1.96,1.01,0.91,0.03,0.94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
453,0,18.08,0.88,1,0.0,0.0,0.02,0.0,0.26,0.85,0.0,1.06,0.0,0.0,2.91,1.85,0.84,0.66,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
454,0,18.12,0.98,1,0.0,0.0,0.08,0.0,0.12,0.87,0.0,1.04,0.0,0.0,2.59,1.93,0.77,0.34,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
455,0,18.16,0.98,1,0.0,0.0,0.13,0.0,0.03,0.78,0.0,0.99,0.0,0.0,2.66,1.95,0.91,0.09,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
456,0,18.2,0.98,1,0.0,0.0,0.19,0.0,0.03,0.94,0.0,0.98,0.0,0.0,2.52,2.06,1.21,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
457,0,18.24,0.98,1,0.0,0.0,0.2,0.0,0.03,0.93,0.0,1.07,0.0,0.0,2.93,2.31,1.47,0.05,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
458,0,18.28,0.88,1,0.0,0.0,0.21,0.0,0.03,0.94,0.05,1.1,0.0,0.0,2.64,2.53,1.55,0.19,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
459,0,18.32,0.88,1,0.0,0.0,0.21,0.0,0.0,0.97,0.08,1.1,0.0,0.0,2.39,2.52,1.58,0.24,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
460,0,18.36,0.98,1,0.0,0.0,0.17,0.0,0.0,0.93,0.12,0.97,0.0,0.0,1.83,2.36,1.69,0.31,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
461,0,18.4,0.98,1,0.0,0.0,0.21,0.0,0.06,1.16,0.15,1.04,0.0,0.0,1.93,2.28,2.01,0.23,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
462,0,18.44,0.98,1,0.0,0.0,0.17,0.0,0.06,1.02,0.19,1.19,0.0,0.0,1.84,2.27,1.77,0.26,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
463,0,18.48,0.88,1,0.0,0.0,0.2,0.0,0.06,1.11,0.18,1.1,0.0,0.0,1.83,2.26,1.57,0.21,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
464,0,18.52,0.88,1,0.0,0.0,0.16,0.0,0.0,1.03,0.12,1.02,0.0,0.0,1.94,2.2,1.37,0.27,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
465,0,18.56,0.88,1,0.0,0.0,0.13,0.0,0.0,1.04,0.11,0.91,0.0,0.0,2.19,2.18,1.55,0.32,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
466,0,18.6,0.98,1,0.0,0.0,0.07,0.0,0.0,1.02,0.08,0.94,0.0,0.0,2.52,2.2,1.69,0.25,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
467,0,18.64,0.98,1,0.0,0.0,0.01,0.0,0.0,1.0,0.06,0.87,0.0,0.0,2.42,2.13,1.63,0.16,0.0,1.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
468,0,18.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.83,0.0,0.0,2.36,2.17,1.54,0.08,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
469,0,18.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.88,0.0,0.0,2.26,2.2,1.46,0.19,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
470,0,18.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.96,0.0,0.0,2.48,2.28,1.36,0.17,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
471,0,18.8,0.98,1,0.0,0.0,0.0,0.0,0.02,1.33,0.0,0.96,0.0,0.0,2.49,2.12,1.28,0.11,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
472,0,18.84,0.98,1,0.0,0.0,0.0,0.0,0.05,1.67,0.0,0.93,0.0,0.08,2.44,1.92,1.15,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
473,0,18.88,0.98,1,0.0,0.0,0.0,0.0,0.08,1.76,0.0,0.89,0.0,0.08,2.22,1.75,1.02,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
474,0,18.92,0.98,1,0.0,0.0,0.06,0.0,0.06,1.68,0.0,0.87,0.0,0.08,1.98,1.74,0.85,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
475,0,18.96,0.98,1,0.0,0.0,0.06,0.0,0.03,1.39,0.0,0.91,0.0,0.0,1.74,1.81,0.74,0.09,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
476,0,19.0,0.98,1,0.0,0.0,0.06,0.0,0.0,1.04,0.0,0.96,0.0,0.0,1.52,1.94,0.85,0.25,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
477,0,19.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.07,0.0,0.0,1.39,2.12,0.8,0.44,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
478,0,19.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.01,0.0,0.14,1.79,2.11,0.93,0.37,0.0,2.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
479,0,19.12,0.98,1,0.0,0.0,0.1,0.0,0.0,1.13,0.0,1.01,0.0,0.16,1.76,2.1,0.81,0.24,0.0,2.24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
480,0,19.16,0.98,1,0.0,0.0,0.11,0.0,0.0,1.31,0.0,0.93,0.0,0.23,1.81,1.98,0.85,0.15,0.0,2.24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
481,0,19.2,0.98,1,0.0,0.0,0.11,0.0,0.0,1.16,0.0,0.94,0.0,0.09,1.39,1.95,0.89,0.27,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
482,0,19.24,0.98,1,0.0,0.0,0.01,0.0,0.0,0.98,0.0,0.9,0.0,0.07,1.53,1.91,0.97,0.45,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
483,0,19.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.95,0.0,0.0,1.59,2.08,1.11,0.59,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
484,0,19.32,0.98,1,0.0,0.0,0.0,0.0,0.06,0.95,0.0,1.01,0.0,0.04,1.82,2.24,1.29,0.45,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
485,0,19.36,0.98,1,0.0,0.0,0.0,0.0,0.14,1.21,0.0,1.01,0.0,0.04,2.13,2.37,1.22,0.24,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
486,0,19.4,0.98,1,0.0,0.0,0.0,0.0,0.16,1.27,0.0,1.05,0.0,0.1,2.05,2.37,1.26,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
487,0,19.44,0.98,1,0.0,0.0,0.05,0.0,0.1,1.15,0.0,0.98,0.0,0.12,2.01,2.3,1.13,0.08,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
488,0,19.48,0.98,1,0.0,0.0,0.05,0.0,0.02,0.81,0.0,1.0,0.0,0.11,1.86,2.24,1.35,0.13,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
489,0,19.52,0.98,1,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.95,0.0,0.06,2.16,2.29,1.45,0.13,0.0,2.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
490,0,19.56,0.98,1,0.0,0.0,0.04,0.0,0.0,0.68,0.0,1.04,0.0,0.03,1.95,2.3,1.36,0.06,0.0,2.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
491,0,19.6,0.98,1,0.0,0.0,0.04,0.0,0.0,0.74,0.0,1.11,0.0,0.03,1.93,2.36,1.19,0.0,0.0,2.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
492,0,19.64,0.98,1,0.0,0.0,0.04,0.0,0.0,0.85,0.0,1.23,0.0,0.07,1.75,2.21,1.04,0.0,0.0,2.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
493,0,19.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.93,0.0,1.31,0.0,0.07,1.96,2.26,1.2,0.0,0.0,2.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
494,0,19.72,0.98,1,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.33,0.0,0.07,1.87,2.19,1.24,0.03,0.0,2.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
495,0,19.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.18,0.0,0.04,2.0,2.16,1.33,0.07,0.0,2.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
496,0,19.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.89,0.0,1.1,0.0,0.0,2.26,2.1,1.38,0.11,0.0,2.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
497,0,19.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.02,0.0,0.0,2.42,2.1,1.43,0.17,0.0,1.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
498,0,19.88,0.98,1,0.0,0.0,0.0,0.0,0.0,0.78,0.0,1.09,0.0,0.0,2.45,2.1,1.53,0.14,0.0,1.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
499,0,19.92,0.98,1,0.0,0.0,0.0,0.0,0.01,0.83,0.0,1.1,0.0,0.0,2.21,2.13,1.53,0.18,0.0,1.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
500,0,19.96,0.98,1,0.0,0.0,0.0,0.0,0.04,0.77,0.0,1.12,0.0,0.0,2.05,2.11,1.61,0.13,0.0,1.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
501,0,20.0,0.98,1,0.0,0.0,0.0,0.0,0.04,0.78,0.0,1.18,0.0,0.0,1.83,2.03,1.67,0.11,0.0,1.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
502,0,20.04,0.98,1,0.0,0.0,0.0,0.0,0.02,0.78,0.0,1.3,0.0,0.0,1.51,1.91,1.59,0.07,0.0,1.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
503,0,20.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.75,0.02,1.38,0.0,0.0,1.54,1.97,1.6,0.04,0.0,1.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
504,0,20.12,0.98,1,0.0,0.0,0.02,0.0,0.0,0.73,0.02,1.41,0.0,0.0,1.46,2.03,1.48,0.08,0.0,1.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
505,0,20.16,0.98,1,0.0,0.0,0.02,0.0,0.0,0.67,0.02,1.35,0.0,0.0,1.57,2.18,1.56,0.19,0.0,1.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
506,0,20.2,0.98,1,0.0,0.0,0.02,0.0,0.0,0.81,0.0,1.38,0.0,0.0,1.55,2.18,1.71,0.27,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
507,0,20.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.39,0.0,0.0,1.62,2.26,1.73,0.34,0.0,1.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
508,0,20.28,0.98,1,0.0,0.0,0.0,0.0,0.01,0.83,0.01,1.43,0.0,0.0,1.53,2.27,1.84,0.32,0.0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
509,0,20.32,0.98,1,0.0,0.0,0.0,0.0,0.02,0.71,0.06,1.4,0.0,0.0,1.26,2.22,1.58,0.29,0.0,2.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
510,0,20.36,0.98,1,0.0,0.0,0.0,0.0,0.02,0.63,0.06,1.38,0.0,0.0,1.24,2.26,1.53,0.26,0.0,2.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
511,0,20.4,0.98,1,0.0,0.0,0.0,0.0,0.02,0.59,0.05,1.3,0.0,0.0,1.28,2.27,1.32,0.27,0.0,2.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
512,0,20.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.2,0.0,0.0,1.48,2.32,1.27,0.21,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
513,0,20.48,0.98,1,0.0,0.0,0.0,0.0,0.06,0.78,0.0,1.26,0.0,0.0,1.34,2.22,1.31,0.13,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
514,0,20.52,0.98,1,0.0,0.0,0.0,0.0,0.09,0.89,0.0,1.08,0.0,0.0,1.44,1.93,1.39,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
515,0,20.56,0.98,1,0.0,0.0,0.0,0.0,0.16,1.13,0.0,1.04,0.0,0.0,1.3,1.8,1.53,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
516,0,20.6,0.98,1,0.0,0.0,0.0,0.0,0.17,1.22,0.0,0.78,0.0,0.0,1.51,1.57,1.6,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
517,0,20.64,0.98,1,0.0,0.0,0.0,0.0,0.23,1.39,0.0,0.88,0.0,0.0,1.53,1.6,1.52,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
518,0,20.68,0.98,1,0.0,0.0,0.0,0.0,0.22,1.29,0.0,0.82,0.0,0.05,1.86,1.43,1.6,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
519,0,20.72,0.98,1,0.0,0.0,0.0,0.0,0.23,1.33,0.0,0.92,0.0,0.05,1.78,1.42,1.46,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
520,0,20.76,0.98,1,0.0,0.0,0.0,0.0,0.19,1.24,0.0,0.8,0.0,0.05,1.91,1.46,1.48,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
521,0,20.8,0.98,1,0.0,0.0,0.01,0.0,0.22,1.32,0.0,0.82,0.0,0.0,1.76,1.42,1.19,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
522,0,20.84,0.98,1,0.0,0.0,0.01,0.0,0.22,1.36,0.0,0.68,0.0,0.0,1.76,1.4,1.19,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
523,0,20.88,0.98,1,0.0,0.0,0.01,0.0,0.27,1.51,0.0,0.63,0.0,0.0,1.59,1.33,1.05,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
524,0,20.92,0.98,1,0.0,0.0,0.02,0.0,0.28,1.49,0.0,0.64,0.0,0.0,1.57,1.52,1.07,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
525,0,20.96,0.98,1,0.0,0.0,0.04,0.0,0.25,1.48,0.0,0.65,0.0,0.0,1.61,1.6,1.03,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
